nomeTesto,zona,NUTS_code,NUTS_level,designIniz,designFine,nomeAutCom,legNomeBre,legData,legLink,legSpecRif,legLivello,legGU_Link
Basilicata,gialla,ITF5,2,1620604800000,unknown,Ministero della Salute,Ordinanza 07/05/2021,1620345600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=80266,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/05/08/21A02832/sg
Basilicata,bianca,ITF5,2,1624233600000,unknown,Ministero della Salute,Ordinanza 18/06/2021,1623974400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=81194,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2021/06/19/21A03772/sg
Calabria,rossa,ITF6,2,1604620800000,20/11/2020,Ministero della Salute,Ordinanza 04/11/2020,1604448000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77054,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/05/20A06144/sg
Calabria,rossa,ITF6,2,1605830400000,03/12/2020,Ministero della Salute,Ordinanza 19/11/2020,1605744000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77208,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/20/20A06423/sg
Calabria,arancione,ITF6,2,1606608000000,03/12/2020,Ministero della Salute,Ordinanza 27/11/2020,1606435200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77433,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06656/sg
Calabria,arancione,ITF6,2,1607212800000,20/12/2020,Ministero della Salute,Ordinanza 05/12/2020,1607126400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77515,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06781/sg
Calabria,gialla,ITF6,2,1607817600000,26/12/2020,Ministero della Salute,Ordinanza 11/12/2020,1607644800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77661,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2020/12/12/20A06975/sg
Calabria,arancione,ITF6,2,1610236800000,15/01/2021,Ministero della Salute,Ordinanza 08/01/2021,1610064000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78160,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00122/sg
Calabria,arancione,ITF6,2,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg
Calabria,arancione,ITF6,2,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78561,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg
Calabria,gialla,ITF6,2,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg
Calabria,arancione,ITF6,2,1615766400000,02/04/2021,Presidente della Repubblica,DL 13/03/2021 n.30,1615593600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79152,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21G00040/sg
Calabria,rossa,ITF6,2,1616976000000,06/04/2021,Ministero della Salute,Ordinanza 26/03/2021,1616716800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79474,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/27/21A01968/sg
Calabria,rossa,ITF6,2,1617667200000,20/04/2021,Ministero della Salute,Ordinanza 02/04/2021,1617321600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79575,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/03/21A02150/sg
Calabria,arancione,ITF6,2,1618185600000,30/04/2021,Ministero della Salute,Ordinanza 09/04/2021,1617926400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79655,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/10/21A02238/sg
Calabria,arancione,ITF6,2,1619395200000,10/05/2021,Ministero della Salute,Ordinanza 23/04/2021,1619136000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79996,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/24/21A02504/sg
Calabria,gialla,ITF6,2,1620604800000,unknown,Ministero della Salute,Ordinanza 07/05/2021,1620345600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=80266,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/05/08/21A02832/sg
Calabria,bianca,ITF6,2,1624233600000,unknown,Ministero della Salute,Ordinanza 18/06/2021,1623974400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=81194,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2021/06/19/21A03772/sg
Calabria,gialla,ITF6,2,1639353600000,28/12/2021,Ministero della Salute,Ordinanza 10/12/2021,1639094400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=84436,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/12/11/21A07328/sg
Calabria,gialla,ITF6,2,1640563200000,10/01/2022,Ministero della Salute,Ordinanza 24/12/2021,1640304000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=84681,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/12/24/21A07700/sg
Calabria,gialla,ITF6,2,1641772800000,24/01/2022,Ministero della Salute,Ordinanza 07/01/2022,1641513600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=84953,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/01/08/22A00098/sg
Calabria,gialla,ITF6,2,1642982400000,07/02/2022,Ministero della Salute,Ordinanza 21/01/2022,1642723200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85274,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/01/22/22A00553/sg
Calabria,gialla,ITF6,2,1644192000000,21/02/2022,Ministero della Salute,Ordinanza 04/02/2022,1643932800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85658,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/02/05/22A00986/sg
Calabria,gialla,ITF6,2,1645401600000,07/03/2022,Ministero della Salute,Ordinanza 18/02/2022,1645142400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85803,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/02/19/22A01283/sg
Calabria,gialla,ITF6,2,1646611200000,21/03/2022,Ministero della Salute,Ordinanza 04/03/2022,1646352000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=86070,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/03/05/22A01557/sg
Calabria,bianca,ITF6,2,1647820800000,unknown,Ministero della Salute,Ordinanza 18/03/2022,1647561600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=86253,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2022/03/19/22A01910/sg
Campania,gialla,ITF3,2,1604620800000,03/12/2020,Presidente del Consiglio dei Ministri,DPCM 03/11/2020,1604361600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=76993,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/04/20A06109/sg
Campania,rossa,ITF3,2,1605398400000,29/11/2020,Ministero della Salute,Ordinanza 13/11/2020,1605225600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/14/20A06292/sg
Campania,rossa,ITF3,2,1605398400000,03/12/2020,Ministero della Salute,Ordinanza 27/11/2020,1606435200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77434,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06657/sg
Campania,arancione,ITF3,2,1607212800000,20/12/2020,Ministero della Salute,Ordinanza 05/12/2020,1607126400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg
Campania,gialla,ITF3,2,1607212800000,20/12/2020,Ministero della Salute,Ordinanza 05/12/2020,1607126400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77516,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06782/sg
Campania,gialla,ITF3,2,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg
Campania,gialla,ITF3,2,1610755200000,05/03/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg
Campania,arancione,ITF3,2,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg
Campania,rossa,ITF3,2,1615161600000,22/03/2021,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79074,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01467/sg
Campania,rossa,ITF3,2,1616371200000,06/04/2021,Ministero della Salute,Ordinanza 19/03/2021,1616112000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79274,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/20/21A01799/sg
Campania,rossa,ITF3,2,1617667200000,20/04/2021,Ministero della Salute,Ordinanza 02/04/2021,1617321600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79575,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/03/21A02150/sg
Campania,arancione,ITF3,2,1618790400000,30/04/2021,Ministero della Salute,Ordinanza 16/04/2021,1618531200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79813,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/17/21A02377/sg
Campania,gialla,ITF3,2,1619395200000,unknown,Ministero della Salute,Ordinanza 23/04/2021,1619136000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79995,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/24/21A02503/sg
Campania,bianca,ITF3,2,1624233600000,unknown,Ministero della Salute,Ordinanza 18/06/2021,1623974400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=81194,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2021/06/19/21A03772/sg
Campania,gialla,ITF3,2,1642377600000,31/01/2022,Ministero della Salute,Ordinanza 14/01/2022,1642118400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85155,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/01/15/22A00320/sg
Campania,gialla,ITF3,2,1643587200000,14/02/2022,Ministero della Salute,Ordinanza 28/01/2022,1643328000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85475,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/01/29/22A00699/sg
Campania,gialla,ITF3,2,1644796800000,28/02/2022,Ministero della Salute,Ordinanza 11/02/2022,1644537600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85753,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/02/12/22A01118/sg
Campania,bianca,ITF3,2,1646006400000,unknown,Ministero della Salute,Ordinanza 25/02/2022,1645747200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85993,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2022/02/26/22A01374/sg
Emilia-Romagna,arancione,ITH5,2,1605398400000,29/11/2020,Ministero della Salute,Ordinanza 13/11/2020,1605225600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77154,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/14/20A06292/sg
Emilia-Romagna,arancione,ITH5,2,1605398400000,03/12/2020,Ministero della Salute,Ordinanza 27/11/2020,1606435200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77434,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06657/sg
Emilia-Romagna,gialla,ITH5,2,1607212800000,15/01/2021,Ministero della Salute,Ordinanza 05/12/2020,1607126400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg
Emilia-Romagna,arancione,ITH5,2,1610236800000,15/01/2021,Ministero della Salute,Ordinanza 08/01/2021,1610064000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78159,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/09/21A00121/sg
Emilia-Romagna,arancione,ITH5,2,1610755200000,24/01/2021,Presidente del Consiglio dei Ministri,DPCM 14/01/2021,1610668800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78456,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/15/21A00221/sg
Emilia-Romagna,arancione,ITH5,2,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 22/01/2021,1611273600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78561,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/23/21A00402/sg
Emilia-Romagna,gialla,ITH5,2,1611446400000,07/02/2021,Ministero della Salute,Ordinanza 29/01/2021,1611878400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78698,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/31/21A00536/sg
Emilia-Romagna,arancione,ITH5,2,1613865600000,07/03/2021,Ministero della Salute,Ordinanza 19/02/2021,1613692800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78893,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/02/20/21A01169/sg
Emilia-Romagna,arancione,ITH5,2,1615161600000,unknown,Ministero della Salute,Ordinanza 05/03/2021,1614902400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79073,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/06/21A01466/sg
Emilia-Romagna,rossa,ITH5,2,1615766400000,29/03/2021,Ministero della Salute,Ordinanza 12/03/2021,1615507200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79154,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/13/21A01593/sg
Emilia-Romagna,rossa,ITH5,2,1617062400000,06/04/2021,Ministero della Salute,Ordinanza 26/03/2021,1616716800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79473,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/03/27/21A01967/sg
Emilia-Romagna,rossa,ITH5,2,1617667200000,20/04/2021,Ministero della Salute,Ordinanza 02/04/2021,1617321600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79575,art.3,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/03/21A02150/sg
Emilia-Romagna,arancione,ITH5,2,1618185600000,30/04/2021,Ministero della Salute,Ordinanza 09/04/2021,1617926400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79655,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/10/21A02238/sg
Emilia-Romagna,gialla,ITH5,2,1619395200000,unknown,Ministero della Salute,Ordinanza 23/04/2021,1619136000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=79995,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/04/24/21A02503/sg
Emilia-Romagna,bianca,ITH5,2,1623628800000,unknown,Ministero della Salute,Ordinanza 11/06/2021,1623369600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=81094,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2021/06/12/21A03664/sg
Emilia-Romagna,gialla,ITH5,2,1641772800000,24/01/2022,Ministero della Salute,Ordinanza 07/01/2022,1641513600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=84953,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/01/08/22A00098/sg
Emilia-Romagna,gialla,ITH5,2,1642982400000,07/02/2022,Ministero della Salute,Ordinanza 21/01/2022,1642723200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85274,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/01/22/22A00553/sg
Emilia-Romagna,gialla,ITH5,2,1644192000000,21/02/2022,Ministero della Salute,Ordinanza 04/02/2022,1643932800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85658,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/02/05/22A00986/sg
Emilia-Romagna,gialla,ITH5,2,1645401600000,07/03/2022,Ministero della Salute,Ordinanza 18/02/2022,1645142400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=85803,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/02/19/22A01283/sg
Emilia-Romagna,gialla,ITH5,2,1646611200000,21/03/2022,Ministero della Salute,Ordinanza 04/03/2022,1646352000000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=86070,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2022/03/05/22A01557/sg
Emilia-Romagna,bianca,ITH5,2,1647216000000,unknown,Ministero della Salute,Ordinanza 11/03/2022,1646956800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=86154,art.1 comma 11,regionale,https://www.gazzettaufficiale.it/eli/id/2022/03/12/22A01707/sg
Friuli Venezia Giulia,arancione,ITH4,2,1605398400000,29/11/2020,Ministero della Salute,Ordinanza 13/11/2020,1605225600000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77154,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/14/20A06292/sg
Friuli Venezia Giulia,arancione,ITH4,2,1605398400000,03/12/2020,Ministero della Salute,Ordinanza 27/11/2020,1606435200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77434,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2020/11/28/20A06657/sg
Friuli Venezia Giulia,gialla,ITH4,2,1607212800000,15/01/2021,Ministero della Salute,Ordinanza 05/12/2020,1607126400000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=77517,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2020/12/05/20A06783/sg
Friuli Venezia Giulia,gialla,ITH4,2,1610236800000,15/01/2021,Presidente della Repubblica,DL 05/01/2021 n.1,1609804800000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78114,art.1,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/05/21G00001/sg
Friuli Venezia Giulia,arancione,ITH4,2,1610841600000,31/01/2021,Ministero della Salute,Ordinanza 16/01/2021,1610755200000,https://www.trovanorme.salute.gov.it/norme/dettaglioAtto?id=78457,art.2,regionale,https://www.gazzettaufficiale.it/eli/id/2021/01/16/21A00223/sg
